Tools,Service,Port,Syntax & Description,Tags,MITRE ATT&CK
Get-NfsSession,LOFLCab,,Get-NfsSession -CimSession $s - Gets information about which client computers are currently connected to one or more shares on an NFS server,"LOFLCab, LOTL (Living Off The Land)",
Get-ADOrganizationalUnit,LOFLCab,,"Get-ADOrganizationalUnit 'OU=Domain Controllers,DC=ad,DC=bitsadmin,DC=com' - Gets one or more Active Directory organizational units","LOFLCab, LOTL (Living Off The Land)",
domain.msc,LOFLCab,,domain.msc /server=DC1.ad.bitsadmin.com - Active Directory Domains and Trusts,"LOFLCab, LOTL (Living Off The Land)",
taskschd.msc,LOFLCab,,taskschd.msc - Task Scheduler,"LOFLCab, LOTL (Living Off The Land)",
Get-SmbShare,LOFLCab,,Get-SmbShare -CimSession $s - Retrieves the SMB shares on the computer,"LOFLCab, LOTL (Living Off The Land)",
Get-ADUser,LOFLCab,,Get-ADUser -Filter {TrustedForDelegation -eq $true} - Gets one or more Active Directory users,"LOFLCab, LOTL (Living Off The Land)",
Get-WindowsFeature,LOFLCab,,"Get-WindowsFeature - Gets information about Windows Server roles, role services, and features that are available for installation and installed on a specified server","LOFLCab, LOTL (Living Off The Land)",
tsgateway.msc,LOFLCab,,tsgateway.msc - RD Gateway Manager,"LOFLCab, LOTL (Living Off The Land)",
wbadmin.msc,LOFLCab,,mmc.exe - Windows Server Backup,"LOFLCab, LOTL (Living Off The Land)",
Set-ADServiceAccount,LOFLCab,,Set-ADServiceAccount - Modifies an Active Directory managed service account or group managed service account object,"LOFLCab, LOTL (Living Off The Land)",
Get-ADUser,LOFLCab,,Get-ADUser -Filter {DoesNotRequirePreauth -eq $true} - Gets one or more Active Directory users,"LOFLCab, LOTL (Living Off The Land)",
Connect-WSMan,LOFLCab,,Connect-WSMan - Connects to the WinRM service on a remote computer,"LOFLCab, LOTL (Living Off The Land)",
Get-DnsClientServerAddress,LOFLCab,,Get-DnsClientServerAddress -CimSession $s - Gets DNS server IP addresses from the TCP/IP properties on an interface,"LOFLCab, LOTL (Living Off The Land)",
Get-ADComputer,LOFLCab,,"Get-ADComputer -SearchBase ""OU=Domain Controllers,DC=ad,DC=bitsadmin,DC=com"" -Filter * - Gets one or more Active Directory computers","LOFLCab, LOTL (Living Off The Land)",
Get-OdbcDsn,LOFLCab,,Get-OdbcDsn -CimSession $s - Gets ODBC DSNs,"LOFLCab, LOTL (Living Off The Land)",
CluAdmin.msc,LOFLCab,,CluAdmin.msc - Failover Cluster Manager,"LOFLCab, LOTL (Living Off The Land)",
query.exe,LOFLCab,,"query.exe process /server:W10.ad.bitsadmin.com keepass.exe - Displays information about processes, sessions, and Remote Desktop Session Host servers","LOFLCab, LOTL (Living Off The Land)",
adsiedit.msc,LOFLCab,,adsiedit.msc - ADSI Edit,"LOFLCab, LOTL (Living Off The Land)",
Get-GPStarterGPO,LOFLCab,,Get-GPStarterGPO - Gets one Starter GPO or all Starter GPOs in a domain,"LOFLCab, LOTL (Living Off The Land)",
mstsc.exe,LOFLCab,,mstsc.exe /v:SP2019.ad.bitsadmin.com /shadow:1 /noConsentPrompt /control - Connect to the desktop of remote computers,"LOFLCab, LOTL (Living Off The Land)",
Get-DhcpServerv4FilterList,LOFLCab,,Get-DhcpServerv4FilterList -CimSession $s - Gets the enabled state of the allow filter list and deny filter list set on the Dynamic Host Configuration Protocol (DHCP) server service,"LOFLCab, LOTL (Living Off The Land)",
Disable-NetFirewallRule,LOFLCab,,Disable-NetFirewallRule -CimSession $s - Disables a firewall rule,"LOFLCab, LOTL (Living Off The Land)",
Get-HotFix,LOFLCab,,Get-HotFix -ComputerName W10.ad.bitsadmin.com - Gets the hotfixes that are installed on local or remote computers,"LOFLCab, LOTL (Living Off The Land)",
CreateToolhelp32Snapshot,Kernel32.dll,,"CreateToolhelp32Snapshot is used to enumerate processes, threads, and modules. This function is commonly used by malware to enumerate processes before process injection.","Enumeration, MalAPI",
EnumDeviceDrivers,Kernel32.dll,,EnumDeviceDrivers is used to enumerate drivers in the machine. This function is commonly used with kernel malware or for enumeration purposes.,"Enumeration, MalAPI",
EnumProcesses,Kernel32.dll,,EnumProcesses is used to enumerate processes in the machine. Process enumeration is often a precursor to process injection.,"Enumeration, MalAPI",
EnumProcessModules,Kernel32.dll,,EnumProcessModules is used to enumerate the loaded modules (executables and DLLs) for a given process. Malware enumerates through modules when doing injection.,"Enumeration, MalAPI",
EnumProcessModulesEx,Kernel32.dll,,EnumProcessModulesEx is used to enumerate the loaded modules (executables and DLLs) for a given process. Malware enumerates through modules when doing injection.,"Enumeration, MalAPI",
FindFirstFileA,Kernel32.dll,,FindFirstFileA is used to search through a directory and enumerate the filesystem.,"Enumeration, MalAPI",
FindNextFileA,Kernel32.dll,,FindNextFileA is used to search through a directory and enumerate the filesystem.,"Enumeration, MalAPI",
GetLogicalProcessorInformation,Kernel32.dll,,GetLogicalProcessorInformation is used to retrieve information about logical processors and related hardware. The function is used by malware for anti-debugging purposes.,"Enumeration, MalAPI",
GetLogicalProcessorInformationEx,Kernel32.dll,,GetLogicalProcessorInformationEx is used to retrieve information about logical processors and related hardware. The function is used by malware for anti-debugging purposes.,"Enumeration, MalAPI",
GetModuleBaseNameA,Kernel32.dll,,GetModuleBaseNameA is used to retrieve the base name of a specified module.,"Enumeration, MalAPI",
GetSystemDefaultLangId,Kernel32.dll,,GetSystemDefaultLangId is used to retrieve the language identifier for the system. This function is used by malware that wish to infect specific locales or simply wish to gather statistics on areas of infection.,"Enumeration, MalAPI",
GetVersionExA,Kernel32.dll,,GetVersionExA is a classic method used to retrieve the Windows version.,"Enumeration, MalAPI",
GetWindowsDirectoryA,Kernel32.dll,,GetWindowsDirectoryA is used to retreive the path to the Windows directory. This function may be used by malware retrieve the Windows path for additional installations.,"Enumeration, MalAPI",
IsWoW64Process,Kernel32.dll,,IsWow64Process is used by a 32-bit process to determine if it is running on a 64-bit operating system.,"Enumeration, MalAPI",
Module32First,Kernel32.dll,,Module32First is used as part of CreateToolHelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
Module32Next,Kernel32.dll,,Module32Next is used as part of CreateToolHelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
Process32First,Kernel32.dll,,Process32First is used as part of CreateToolhelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
Process32Next,Kernel32.dll,,Process32Next is used as part of CreateToolhelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
ReadProcessMemory,Kernel32.dll,,ReadProcessMemory can be used to read the memory of a remote process.,"Enumeration, MalAPI",
Thread32First,Kernel32.dll,,Thread32First is used as part of CreateToolhelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
Thread32Next,Kernel32.dll,,Thread32Next is used as part of CreateToolhelp32Snapshot for enumeration purposes.,"Enumeration, MalAPI",
GetSystemDirectoryA,Kernel32.dll,,GetSystemDirectoryA retrieve the path of the system directory.,"Enumeration, MalAPI",
GetSystemTime,Kernel32.dll,,GetSystemTime is used to retrieve the current system date and time in Coordinated Universal Time (UTC) format. This function is commonly used by malware for anti-debugging.,"Enumeration, MalAPI",
ReadFile,Kernel32.dll,,ReadFile is used to read data from the specified file or input/output (I/O) device.,"Enumeration, MalAPI",
GetComputerNameA,Kernel32.dll,,GetComputerNameA is used to retrieve the computer name. This is commonly used by malware for anti-debugging purposes.,"Enumeration, MalAPI",
VirtualQueryEx,Kernel32.dll,,VirtualQueryEx is used to retrieve information about a range of pages within the virtual address space of a specified process. This function is commonly used by malware to enumerate an external process.,"Enumeration, MalAPI",
GetProcessIdOfThread,Kernel32.dll,,GetProcessIdOfThread is used to retrieve the process identifier of the process associated with the specified thread.,"Enumeration, MalAPI",
GetProcessId,Kernel32.dll,,GetProcessId is used to retrieve the process identifier of the specified process.,"Enumeration, MalAPI",
GetCurrentThread,Kernel32.dll,,GetCurrentThread is used to retrieve a handle for the calling thread.,"Enumeration, MalAPI",
GetCurrentThreadId,Kernel32.dll,,GetCurrentThreadId is used to retrieve the thread identifier of the calling thread.,"Enumeration, MalAPI",
GetThreadId,Kernel32.dll,,GetThreadId is used to retrieve the thread identifier of the specified thread.,"Enumeration, MalAPI",
GetThreadInformation,Kernel32.dll,,GetThreadInformation is used to retrieve information about the specified thread.,"Enumeration, MalAPI",
GetCurrentProcess,Kernel32.dll,,GetCurrentProcess is used to retrieve a handle for the current process.,"Enumeration, MalAPI",
GetCurrentProcessId,Kernel32.dll,,GetCurrentProcessId is used to retrieve the process identifier of the calling process.,"Enumeration, MalAPI",
SearchPathA,Kernel32.dll,,SearchPathA is used to search for a specified file in a specified path.,"Enumeration, MalAPI",
GetFileTime,Kernel32.dll,,"GetFileTime is used to retrieve the date and time that a file or directory was created, last accessed, and last modified.","Enumeration, MalAPI",
GetFileAttributesA,Kernel32.dll,,GetFileAttributesA is used to retrieve file system attributes for a specified file or directory.,"Enumeration, MalAPI",
LookupAccountNameA,Advapi32.dll,,LookupAccountNameA is used to accept the name of a system and an account as input. It retrieves a security identifier (SID) for the account and the name of the domain on which the account was found.,"Enumeration, MalAPI",
GetCurrentHwProfileA,Advapi32.dll,,GetCurrentHwProfileA is used to retrieve information about the current hardware profile for the local computer. This function is commonly used by malware to anti-debugging purposes.,"Enumeration, MalAPI",
GetUserNameA,Advapi32.dll,,GetUserNameA is used to retrieve the username associated with the current thread. This function is used by malware for anti-debugging purposes.,"Enumeration, MalAPI",
RegEnumKeyExA,Advapi32.dll,,RegEnumKeyExA is used to enumerate the subkeys of the specified open registry key.,"Enumeration, MalAPI",
RegEnumValueA,Advapi32.dll,,RegEnumValueA is used to enumerate the values for the specified open registry key,"Enumeration, MalAPI",
RegQueryInfoKeyA,Advapi32.dll,,RegQueryInfoKeyA is used to retrieves information about the specified registry key.,"Enumeration, MalAPI",
RegQueryMultipleValuesA,Advapi32.dll,,RegQueryMultipleValuesA is used to retrieve the type and data for a list of value names associated with an open registry key.,"Enumeration, MalAPI",
RegQueryValueExA,Advapi32.dll,,RegQueryValueExA is used to retrieve the type and data for the specified value name associated with an open registry key.,"Enumeration, MalAPI",
NtQueryDirectoryFile,Ntdll.dll,,NtQueryDirectoryFile is used to retrieve information about a directory. This function can be used for enumeration purposes.,"Enumeration, MalAPI",
NtQueryInformationProcess,Ntdll.dll,,NtQueryInformationProcess is used to retrieve information about a specified process.,"Enumeration, MalAPI",
NtQuerySystemEnvironmentValueEx,Ntdll.dll,,NtQuerySystemEnvironmentValueEx is used to locate a specified system environment variable and return its value.,"Enumeration, MalAPI",
EnumDesktopWindows,User32.dll,,EnumDesktopWindows is used to enumerate all top-level windows associated with the specified desktop. This function is commonly used for enumeration purposes.,"Enumeration, MalAPI",
EnumWindows,User32.dll,,"EnumWindows is used to enumerate all top-level windows on the screen by passing the handle to each window, in turn, to an application-defined callback function. This function is commonly used for enumeration purposes.","Enumeration, MalAPI",
NetShareEnum,Netapi32.dll,,NetShareEnum is used to retrieve information about each shared resource on a server.,"Enumeration, MalAPI",
NetShareGetInfo,Netapi32.dll,,NetShareGetInfo is used to retrieves information about a particular shared resource on a server.,"Enumeration, MalAPI",
NetShareCheck,Netapi32.dll,,NetShareCheck is used to check whether or not a server is sharing a device.,"Enumeration, MalAPI",
GetAdaptersInfo,Iphlpapi.dll,,GetAdaptersInfo is used to obtain information about the network adapters on the system. This function is commonly used by malware for enumeration purposes.,"Enumeration, MalAPI",
PathFileExistsA,Shlwapi.dll,,PathFileExistsA is used to determine whether a path to a file system object such as a file or folder is valid. This function is used by malware to enumerate files and installed programs (e.g. AV solutions).,"Enumeration, MalAPI",
GetNativeSystemInfo,Kernel32.dll,,"GetNativeSystemInfo is used to retrieve information about the current system to an application running under WOW64. If the function is called from a 64-bit application, or on a 64-bit system that does not have an Intel64 or x64 processor (such as ARM64), it is equivalent to the GetSystemInfo function.","Enumeration, MalAPI",
RtlGetVersion,NtosKrnl.lib,,RtlGetVersion is used to enumerate OS basic information properties such Windows and build versions.,"Enumeration, MalAPI",
GetIpNetTable,Iphlpapi.dll,,The GetIpNetTable function retrieves the IPv4 to physical address mapping table. Could be used to identify hosts & mounted drives tracking ARP entries.,"Enumeration, MalAPI",
GetLogicalDrives,Kernel32.dll,,GetLogicalDrives is used to retrieve a bitmask representing the currently available disk drives. This function can be used to emumerate all drives / mounted drives.,"Enumeration, MalAPI",
GetDriveTypeA,Kernel32.dll,,GetDriveTypeA is used to determine whether a disk drive is a removable / fixed / CD-ROM / RAM disk or network drive.,"Enumeration, MalAPI",
RegEnumKeyA,Advapi32.dll,,RegEnumKeyA is used to enumerate the subkeys of the specified open registry key. The function retrieves the name of one subkey each time it is called.,"Enumeration, MalAPI",
WNetEnumResourceA,Mpr.dll,,The WNetEnumResourceA function continues an enumeration of network resources that was started by a call to the WNetOpenEnum function.,"Enumeration, MalAPI",
WNetCloseEnum,Mpr.dll,,The WNetCloseEnum function ends a network resource enumeration started by a call to the WNetOpenEnum function.,"Enumeration, MalAPI",
FindFirstUrlCacheEntryA,Wininet.dll,,FindFirstUrlCacheEntryA is used to begin the enumeration of the Internet cache.,"Enumeration, MalAPI",
FindNextUrlCacheEntryA,Wininet.dll,,FindNextUrlCacheEntryA is used to retrieve the next entry in the Internet cache.,"Enumeration, MalAPI",
WNetAddConnection2A,Mpr.dll,,The WNetAddConnection2A function makes a connection to a network resource and can redirect a local device to the network resource. The WNetAddConnection2 function supersedes the WNetAddConnection function.,"Enumeration, MalAPI",
WNetAddConnectionA,Mpr.dll,,"The WNetAddConnectionA function enables the calling application to connect a local device to a network resource. A successful connection is persistent, meaning that the system automatically restores the connection during subsequent logon operations.","Enumeration, MalAPI",
EnumResourceTypesExA,Kernel32.dll,,"EnumResourceTypesExA is used to enumerate resource types associated with a specified binary module. The search can include both a language-neutral Portable Executable file (LN file) and its associated .mui files. Alternately, it can be limited to a single binary module of any type, or to the .mui files associated with a single LN file. The search can also be limited to a single associated .mui file that contains resources for a specific language.","Enumeration, MalAPI",
GetSystemTimeAsFileTime,Kernel32.dll,,Retrieves the current system date and time. The information is in Coordinated Universal Time (UTC) format. This function is commonly used by malware for anti-debugging.,"Enumeration, MalAPI",
GetThreadLocale,Kernel32.dll,,GetThreadLocale is used to retrieve the locale identifier of the current thread. Can be used alongside other language and/or locale APIs to geofence infections,"Enumeration, MalAPI",
EnumSystemLocalesA,Kernel32.dll,,"EnumSystemLocalesA is used enumerate installed locale identifiers, all of the supported identifiers or alternate sort identifiers, according to which flag is passed to the API. Can be used to geofence infection campaigns or avoid infecting systems from a certain region/country. It can also be used to jump to allocated shellcode and execute it.","Enumeration, MalAPI",
LookupPrivilegeValueA,Advapi32.dll,,LookupPrivilegeValueA is used to retrieve the locally unique identifier (LUID) used on a specified system to locally represent the specified privilege name. This function is commonly used by malware in process injection or token stealing.,MalAPI,
EnumResourceTypesA,Kernel32.dll,,"EnumResourceTypesA is used to enumerate resource types within a binary module. Starting with Windows Vista, this is typically a language-neutral Portable Executable (LN file), and the enumeration also includes resources from one of the corresponding language-specific resource files (.mui files)â€”if one existsâ€”that contain localizable language resources. It is also possible to use hModule to specify a .mui file, in which case only that file is searched for resource types. Alternately, applications can call EnumResourceTypesEx, which provides more precise control over which resource files to enumerate.","Enumeration, MalAPI",
